Gene,Fusion
TM9SF4,2888
LINC01125,9803
MGAT4A,9803
KAT2B,3979
SGOL1-AS1,3979
VAPB,2888
APCDD1L-AS1,2888
COL6A3,9803
ZNF124,14499
RABGAP1L,14499
GDAP1,5194
MIR2052HG,5194
ZW10,9113
SOBP,3150
QRSL1,3150
ATP5L,9113
HRASLS,3979
ATP13A5-AS1,3979
RAB39A,9113
CBX5,7911
CDCA5,9113
NAALADL1,9113
PINX1,5194
RP1L1,5194
SCRN2,10750
MRPL10,10750
SPATC1L,1907
FTCD,1907
MAP3K2,9803
ERCC3,9803
ARHGAP15,9803
RPL9P9,8400
ERAL1,10750
C10ORF11,2967
GUCY2EP,9113
LRRC32,9113
MRPL37,14499
SSBP3-AS1,14499
PDLIM7,3555
DBN1,3555
YIF1B,8481
GGN,8481
ABHD13,1058
TNFSF13B,1058
TNPO3,12397
TES,12397
VASP,8481
DDIT4,2967
CNGB1,5049
ARFGAP1,2888
NFATC2IP,5049
SPNS1,5049
GS1-124K5.4,12397
ARHGEF11,14499
ETV3L,14499
CAMKMT,9803
FAT2,3555
RAD21,5194
NRSN2-AS1,2888
C20ORF96,2888
AKAP13,8400
AARS,5049
SLC35A2,3226
TMEM123,9113
SHKBP1,8481
WBP2,10750
ARPC5,14499
BHLHE40,3979
RAD50,3555
FOXP4,3150
DNAJC5,2888
CABIN1,3475
CDK10,5049
CHST11,7911
DGKD,9803
EGFR,12397
GPS1,10750
MATN2,5194
NDEL1,10750
NFE2L2,9803
PLEKHB2,9803
SNRPA,8481
TMEM131,9803
USP49,3150
HIATL2,4233
ZNF782,4233
LMF2,3475
PCNA,2888
SPAG9,10750
USP36,10750
AC009274.6,12397
GATC,7911
CRISPLD2,5049
SLC25A39,10750
RUNDC3A-AS1,10750
PRMT5,6514
RBM23,6514
PTP4A1,3150
PHF3,3150
TANGO6,5049
PIEZO1,5049
CCDC62,7911
KIAA1671,3475
CRYBB3,3475
LINC00176,2888
TCEA2,2888
MBLAC1,12397
AC073842.19,12397
PPIL4,3150
RAB33A,3226
ZFP2,3555
ZNF454,3555
PPP2CA,3555
LINC00491,3555
LYST,14499
MTUS1,5194
TACC1,5194
SP1,7911
PRSS44,3979
PRSS46,3979
C11ORF68,9113
DRAP1,9113
AC131056.5,10750
PANX2,3475
CYB5D1,10750
DDX18,9803
AC009404.2,9803
LAMTOR1,9113
MMP25,5049
IL32,5049
BTN3A1,3150
ZNF90P3,12397
GGA1,3475
COL20A1,2888
CAD,9803
DHCR7,9113
INTS1,12397
PPP1R27,10750
PAAF1,9113
DNAJB13,9113
PDDC1,9113
PTCD1,12397
RBM14-RBM4,9113
ARF4-AS1,3979
DENND6A-AS1,3979
C10ORF53,2967
CSNK2A2,5049
EXTL3-AS1,5194
CCDC25,5194
KDELR2,12397
LAMB3,14499
NOXRED1,6514
TMED8,6514
PYGM,9113
ATL3,9113
TMEM52B,7911
OLR1,7911
MADD,9113
DDB2,9113
ECHDC1,3150
NKAIN2,3150
LINC01344,14499
ZNF648,14499
DENND5B,7911
SMYD4,10750
LEMD3,7911
PTPRR,7911
AC006116.14,8481
AC006116.22,8481
NMU,2237
PDCL2,2237
MIR210HG,9113
EGFL7,4233
PCBP3,1907
RLF,14499
ZMPSTE24,14499
YAP1,9113
FAM76B,9113
JRKL,9113
GDPD5,9113
ARHGAP42,9113
ZNF738,8481
SMOC2,3150
PRTG,8400
DYX1C1,8400
DYX1C1-CCPG1,8400
MACROD2,2888
TNFSF12,10750
DNAH2,10750
GTF3C5,4233
MTDH,5194
CNTN5,9113
ATP8A2,1058
POMP,1058
GSX1,1058
CTSG,6514
PDCD6IPP2,8400
TASP1,2888
MIR17HG,1058
GPC5,1058
PAN3,1058
PROK2,3979
EIF4E3,3979
FLT3,1058
ZNF576,8481
STRIP2,12397
SMKR1,12397
AC025171.1,3555
ZNF131,3555
EHMT2,3150
ITGB2,1907
LONP1,8481
MTA1,6514
MEF2D,14499
ARL14EPL,3555
COMMD10,3555
TXNRD1,7911
NFYB,7911
ART4,7911
SMCO3,7911
RP11-386M24.4,8400
H2AFV,12397
PI4KA,3475
CYP24A1,2888
UNC13D,10750
ZNF292,3150
GJB7,3150
ANKRD40,10750
CNR2,14499
FUCA1,14499
CD2BP2,5049
YTHDC1,2237
LACTB2-AS1,5194
XKR9,5194
SOS1,9803
SLC12A1,8400
ALK,9803
BRE,9803
CLIP4,9803
MRPL33,9803
ZNF512,9803
GPN1,9803
RNFT2,7911
MYCNUT,9803
MPND,8481
AC007292.6,8481
RBKS,9803
YPEL5,9803
ATP5G3,9803
SENP1,7911
NOL12,3475
NME1-NME2,10750
LAPTM4B,5194
KCNE3,9113
ALKBH4,12397
LRRC58,3979
PANK2,2888
PACSIN2,3475
TTLL1,3475
FLOT1,3150
LINC00243,3150
INHBC,7911
LINC01183,3555
LINC01184,3555
ST14,9113
ILDR2,14499
YEATS4,7911
POC1B,7911
DUSP6,7911
CFAP69,12397
GTPBP10,12397
DMPK,8481
RSPH6A,8481
EXPH5,9113
KDELC2,9113
MALRD1,2967
SLC39A12,2967
AC144450.1,9803
CFD,8481
LINC01363,14499
RPL13AP20,7911
MARCH3,3555
WIPF2,10750
DIXDC1,9113
HSPB2,9113
GCNT3,8400
FAM81A,8400
GCOM1,8400
CGNL1,8400
MYZAP,8400
THADA,9803
ZFP36L2,9803
CBLC,8481
CHSY3,3555
DEDD2,8481
POU2F2,8481
DTL,14499
PPP2R5A,14499
TBC1D10B,5049
NOLC1,2967
OXSR1,3979
SULT2A1,8481
MYO1C,10750
PKP3,9113
PRRC1,3555
TPTE2P5,1058
MRPS31,1058
VWDE,12397
SRSF11,14499
ACVR2B,3979
EXOG,3979
NAA50,3979
NDUFA2,3555
CD14,3555
ORAI2,12397
NDUFA9,7911
SLC25A32,5194
BAALC-AS1,5194
AEBP1,12397
RINT1,12397
CARD11,12397
RCSD1,14499
CHMP1B,1207
DAZAP1,8481
EIF4G2,9113
BFAR,5049
GLA,3226
BTK,3226
IQCC,14499
ADIPOR2,7911
KCNS3,9803
ZDHHC24,9113
QSER1,9113
ALMS1,9803
RFX5,14499
DNAJB14,2237
SF3B4,14499
ZNF41,3226
SIT1,4233
CD72,4233
TMEM104,10750
PPP2R3B,3226
INTS2,10750
ZNF652,10750
BRIP1,10750
NLK,10750
NEUROD2,10750
SSH2,10750
EMP1,7911
SLC9A3R1,10750
MED13,10750
PGAP3,10750
RPL12P38,10750
DENND4B,14499
SLC39A1,14499
S100A14,14499
RAPGEF4,9803
PDK1,9803
SPATA20,10750
HID1,10750
ADAM15,14499
KIAA0100,10750
EFHD1,9803
EPHB4,12397
TOB1,10750
CHID1,9113
CDR2L,10750
RPS14,3555
FAM83H-AS1,5194
MUC1,14499
PHB,10750
NEU1,3150
SERF2,8400
N4BP3,3555
RMND5B,3555
S100A16,14499
RPL38,10750
SNRNP70,8481
TFF1,1907
TRIP10,8481
MIF,3475
ZNF385A,7911
SLC45A2,3555
ABCB8,12397
CACNA1I,3475
KAZN,14499
FHAD1,14499
CYSTM1,3555
EIF2A,3979
MED12L,3979
LIMCH1,2237
UCHL1,2237
MAML3,2237
CAMK2N2,3979
ALG3,3979
KIAA0232,2237
RACGAP1,7911
BEND3,3150
OAZ2,8400
SIK2,9113
SCRT1,5194
DGAT1,5194
FAM193B,3555
DDX41,3555
LRP10,6514
KCNK3,9803
RERE,14499
UBAP1,4233
UBE2R2,4233
ZFYVE9,14499
USP33,14499
FBRS,5049
ZNF771,5049
HCG20,3150
CHD9,5049
PPME1,9113
CMB9-22P13.1,9113
WBP1L,2967
CFAP58-AS1,2967
PIGL,10750
PIPOX,10750
SLC30A9,2237
ATP10D,2237
GSTO2,2967
CFAP58,2967
NCOR1,10750
AP005135.2,9113
MAP2K6,10750
TNRC6C,10750
TG,5194
CD24,3150
FAM3A,3226
THEM6,5194
TAL1,14499
LCMT1-AS2,5049
ZHX1,5194
CSMD3,5194
LINC00824,5194
PSMA3,6514
KIAA0196,5194
NSMCE2,5194
BLVRA,12397
COA1,12397
CMC1,3979
ZCWPW2,3979
RQCD1,9803
RUFY4,9803
DAND5,8481
FANCC,4233
PTCH1,4233
ST3GAL2,5049
LINGO2,4233
SMCHD1,1207
XPC,3979
EFS,6514
SEMA3D,12397
AC011997.1,9803
LRRC69,5194
MAPT,10750
SPECC1L,3475
CKB,6514
RNF181,9803
MTSS1,5194
PCAT1,5194
CASC21,5194
PCOLCE,12397
CKLF,5049
CMTM2,5049
FBLN1,3475
CMSS1,3979
NKIRAS1,3979
OGG1,3979
ARPC4,3979
POLN,2237
ADD1,2237
HTT,2237
MYL5,2237
HSD17B12,9113
LINC00969,3979
LRRC37A3,10750
TGFBR2,3979
GPD1L,3979
NEU3,9113
DDX10,9113
UVRAG,9113
CCDC67,9113
DLGAP4-AS1,2888
MMP10,9113
GULP1,9803
PRPSAP2,10750
AKR1C1,2967
AKR1C2,2967
THRB,3979
BRAP,7911
C3,8481
FSCN1,12397
HRH1,3979
SLC6A1,3979
PARN,5049
BBC3,8481
C17ORF64,10750
ABL2,14499
SPG7,5049
ARID4A,6514
AMOTL2,3979
ANKRD11,5049
RDX,9113
PLAT,5194
TAF6,12397
CTSE,14499
RAB7B,14499
NDC1,14499
GLIS1,14499
ONECUT3,8481
ESPL1,7911
S100A10,14499
EPHB6,12397
NADSYN1,9113
SUPT20H,1058
ALG5,1058
CDH17,5194
FGFR4,3555
PFKL,1907
TMC6,10750
NPLOC4,10750
PDE6G,10750
SUV420H1,9113
EREG,2237
BTC,2237
EVC,2237
STK32B,2237
ADAMTS9-AS1,3979
CLIP2,12397
LAT2,12397
OGFR,2888
ZBTB8OS,14499
YARS,14499
CBFB,5049
MYH11,5049
MPO,10750
SPI1,9113
RPL18,8481
ERG,1907
STARD13-AS,1058
URAD,1058
AC007405.4,9803
AC007277.3,9803
IRF2BPL,6514
PKP1,14499
SEZ6L,3475
HCG4P5,3150
PTPRS,8481
ERVK3-1,8481
RAD9A,9113
SHANK2,9113
OTUB1,9113
ZNF331,8481
FMN2,14499
RYR2,14499
SPINT2,8481
C19ORF33,8481
OBFC1,2967
CXCL14,3555
TPTE2P1,1058
CENPJ,1058
ANKRD62,1207
KB-7G2.8,3475
ERAP2,3555
HPGD,2237
LINC00963,4233
KIAA1324,14499
LRIG1,3979
FHIT,3979
LYN,5194
WHSC1L1,5194
EMG1,7911
SLC4A8,7911
C11ORF88,9113
MSC-AS1,5194
PPP1R42,5194
NTN1,10750
LIX1L,14499
FCRL4,14499
SNRPD3,3475
MIB1,1207
BAGE2,1907
EMC3,3979
C5ORF42,3555
NUP155,3555
CFHR1,14499
WNK2,4233
TPCN2,9113
C9ORF3,4233
TMEM242,3150
KDM1B,3150
NDUFS4,3555
EYS,3150
SLCO1A2,7911
DENND1A,4233
GTF3C4,4233
PLPP1,3555
ST18,5194
SDC4,2888
MATN4,2888
COL18A1,1907
OAZ1,8481
PMPCB,12397
PSMC2,12397
ATP6AP1,3226
BVES,3150
UBB,10750
GPR39,9803
SERPINH1,9113
SART1,9113
LAPTM5,14499
CDKN1A,3150
RAB44,3150
IL2RA,2967
MYH3,10750
PTCHD1,3226
BMS1P4,2967
AGAP5,2967
PARG,2967
BMS1,2967
ADAMTS2,3555
MEGF6,14499
CD248,9113
PARVA,9113
LTBR,7911
STAT1,9803
TYK2,8481
JAG1,2888
NUPR1,5049
ACTA2,2967
TMEM173,3555
TRIM44,9113
ACAN,8400
AGPAT3,1907
CYGB,10750
DENND5A,9113
GLG1,5049
KCTD15,8481
LIMA1,7911
MFSD12,8481
NDUFA13,8481
SLC24A3,2888
ARHGEF1,8481
LMAN2,3555
TMED2,7911
TUBA1C,7911
FLNC,12397
MYL9,2888
ATP8B1,1207
ECE1,14499
GAS6,1058
GORASP1,3979
KIAA0319L,14499
NOTCH3,8481
S100Z,3555
CRHBP,3555
PRCC,14499
NTRK1,14499
ST6GAL1,3979
RIPK1,3150
SERPINB9,3150
MTHFD1L,3150
CEP85L,3150
STXBP5-AS1,3150
TMEM27,3226
FAF1,14499
TMEM205,8481
ZNRD1-AS1,3150
MCCD1P2,3150
C16ORF70,5049
F7,1058
SENP6,3150
MYO6,3150
RC3H1,14499
SERPINC1,14499
PDE3A,7911
SLCO1C1,7911
DEPDC1B,3555
PDE4D,3555
SEMA6A,3555
TRDN,3150
APOB,9803
CCDC144NL-AS1,10750
CYP4V2,2237
DCTN1,9803
MTL5,9113
CASS4,2888
ZNF367,4233
SLC35D2,4233
GNPNAT1,6514
TXNDC16,6514
SERPINA1,6514
ALDH2,7911
AP1B1,3475
ATXN7L3,10750
BPTF,10750
GNE,4233
CAMK2N1,14499
DLG5,2967
UBR4,14499
GALE,14499
TCEB3-AS1,14499
TEKT4P2,1907
DAB1,14499
CPEB2,2237
CC2D2A,2237
CCDC18,14499
TTC26,12397
TIMM17A,14499
IPO9,14499
PAWR,7911
LINC00504,2237
FMNL1,10750
ZC3HAV1,12397
TRIM37,10750
TMEM186,5049
GTF2I,12397
GTF2IRD1,12397
G2E3,6514
SCFD1,6514
ABAT,5049
RPS6KC1,14499
TNFRSF12A,5049
THOC6,5049
MRPS10,3150
TOM1L2,10750
FLII,10750
AC002454.1,12397
FAM133B,12397
AES,8481
EIF3B,12397
LHFP,1058
SNX22,8400
SULF2,2888
WNT1,7911
ANXA3,2237
AP000721.4,9113
EML4,9803
MTA3,9803
SLC27A4,4233
STXBP1,4233
FLYWCH1,5049
RHPN2,8481
ZNF507,8481
ABO,4233
GGA3,10750
ESRRA,9113
DNAJC4,9113
ZNF346,3555
TNIK,3979
EIF5A2,3979
ARHGAP39,5194
RETSAT,9803
C2ORF68,9803
AC004980.7,12397
SRRM3,12397
AL928654.7,6514
CRIP1,6514
SLC44A2,8481
GLB1,3979
SUSD5,3979
RHBDL3,10750
PTPRG,3979
C3ORF14,3979
RNF224,4233
SLC34A3,4233
CCDC125,3555
EIF3G,8481
CEP152,8400
SHC4,8400
FAM45A,2967
GRK5,2967
FOXN3,6514
LSM14A,8481
SCGB1B2P,8481
SCGB2B2,8481
PPL,5049
C16ORF89,5049
RBM39,2888
UBE2Q1,14499
ASH1L,14499
NUMB,6514
MSH5,3150
MSH5-SAPCD1,3150
ARPP19,8400
ABCA1,4233
RPS6P12,4233
HNRNPH1,3555
C5ORF60,3555
PFKFB4,3979
TOP1,2888
GPALPP1,1058
NUFIP1,1058
ZKSCAN8,3150
ZNF192P1,3150
CALM2,9803
COLGALT1,8481
PPP5C,8481
NT5DC2,3979
TMLHE,3226
VAMP7,3226
AC026188.1,3979
ROCK2,9803
MYCNOS,9803
OR5H5P,3979
OR5H14,3979
CELF1,9113
KBTBD4,9113
PAFAH2,14499
NR5A2,14499
C2CD3,9113
UCP3,9113
FOSL1,9113
MIR22HG,10750
TLCD2,10750
RBMS3,3979
TMEM147-AS1,8481
SBSN,8481
NUGGC,5194
SCARA5,5194
PYGB,2888
GINS1,2888
VTA1,3150
OR7G3,8481
KHSRP,8481
AC009133.12,5049
LGALS17A,8481
LGALS14,8481
SELPLG,7911
DRP2,3226
CLEC7A,7911
STX8,10750
CNTN4,3979
SSUH2,3979
ARPC2,9803
SIN3A,8400
SMAP2,14499
ZFP69B,14499
SYNGR2,10750
TAF7,3555
GOSR1,10750
MBTD1,10750
AGT,14499
ZNF670,14499
SNF8,10750
ZNF526,8481
CXCL17,8481
MTMR1,3226
SPOP,10750
PPP1CB,9803
PLB1,9803
ZNF256,8481
TDRD12,8481
SPDYA,9803
PDCD6,3555
SDHA,3555
SLC25A51,4233
SLC20A2,5194
OSBPL8,7911
CATSPERG,8481
CARD8,8481
HRAS,9113
PIK3CB,3979
NVL,14499
TP53I13,10750
GBF1,2967
PHF8,3226
NEBL,2967
GRIN1,4233
TMEM116,7911
C6ORF106,3150
RP11-356O9.1,6514
TTC6,6514
ZNF880,8481
ZNF528,8481
ANKRD13B,10750
PCTP,10750
WAC-AS1,2967
TTYH3,12397
AC010145.4,9803
AC008069.1,9803
XPR1,14499
TRMT1L,14499
PLSCR1,3979
LINC01035,14499
AC142119.1,9803
GACAT3,9803
RUBCN,3979
RNF13,3979
RFC5,7911
AC008278.3,9803
IMP4,9803
PTPN18,9803
CACNA2D3,3979
SIL1,3555
DNAJC18,3555
LANCL3,3226
PKN3,4233
SPTAN1,4233
TM9SF2,1058
A4GNT,3979
IFT122,3979
EPHB1,3979
AC008278.2,9803
ATF7IP2,5049
PRKCI,3979
ERICH6,3979
ARCN1,9113
SAMD4B,8481
EDC4,5049
POU2F3,9113
SF3A1,3475
EIF5,6514
TISP43,9803
KBTBD6,1058
C3ORF67,3979
HIF1A,6514
ICAM3,8481
LAMC2,14499
NPL,14499
LLGL1,10750
PUM1,14499
UHRF1,8481
LAMB2,3979
ADGRG5,5049
ELMSAN1,6514
HNF1B,10750
VPS13C,8400
NPM1P47,8400
MAPKAPK2,14499
RASSF5,14499
SYNRG,10750
SLC22A20,9113
ELF2,2237
CCDC148,9803
NKAIN1,14499
CDK15,9803
FOLR2,9113
CEP250,2888
ATG3,3979
DCDC2,3150
GPLD1,3150
RFC1,2237
PRKAG1,7911
DDN,7911
GSK3A,8481
GRIK5,8481
IRF9,6514
GMPR2,6514
YBX3,7911
STYK1,7911
ESRP1,5194
DPY19L4,5194
SQLE,5194
TLE2,8481
AC005264.2,8481
ACBD7,2967
ALS2,9803
MPP4,9803
UPK1B,3979
TMEM184A,12397
UQCRC1,3979
CSNK1A1,3555
ZNF300P1,3555
DR1,14499
FNBP1L,14499
ENPEP,2237
NMT2,2967
EFNA1,14499
SLC35F6,9803
OST4,9803
VWA1,14499
ATAD3C,14499
CLDN3,12397
RAI1,10750
METTL12,9113
UQCC3,9113
PHF20,2888
CNBD2,2888
RELA,9113
PHYH,2967
LINC00709,2967
SRPK1,3150
STK38,3150
USP54,2967
ANKRD36,9803
CMC2,5049
PRCAT47,5049
BICC1,2967
LINC00844,2967
CENPE,2237
BDH2,2237
EHD2,8481
RPL5,14499
SH2D5,14499
KIF17,14499
MYO9B,8481
COL4A5,3226
CYBRD1,9803
ITGB5,3979
GATAD2A,8481
SLIT3,3555
CDH11,5049
AAAS,7911
FADS3,9113
FAM168B,9803
KLC1,6514
NR4A1,7911
NDST1,3555
PAPPA,4233
POLR2L,9113
RGS4,14499
SGPP1,6514
CAT,9113
ZNF230,8481
RPL31P33,3150
ARAF,3226
FOXR2,3226
DEK,3150
SFTA2,3150
ZNF790-AS1,8481
CEP120,3555
DCP2,3555
MDGA2,6514
EGLN3-AS1,6514
CEACAM6,8481
ZNF790,8481
SPOCK2,2967
BLCAP,2888
CERS1,8481
SEC24C,2967
MYADM,8481
FOLR1,9113
ELL,8481
OR51E2,9113
ZNF229,8481
ZNF285,8481
BIN2,7911
CELA1,7911
LMO1,9113
RIC3,9113
STIL,14499
APITD1,14499
LINC01423,1907
KLHL42,7911
P2RY8,3226
ASMTL,3226
CRHR1-IT1_,10750
SEPT6,3226
LINC01225,14499
XYLB,3979
GKAP1,4233
SOX11,9803
AC010729.1,9803
EEF1A2,2888
DDX24,6514
TRIP12,9803
LETM1,2237
TMBIM4,7911
NELL2,7911
TRA2B,3979
KNG1,3979
CASC11,5194
H1FX,3979
DHX16,3150
IGKV1-12,9803
IGKV1-8,9803
BHLHE41,7911
IRF4,3150
MAP3K11,9113
KCNK7,9113
MBL1P,2967
SFTPD-AS1,2967
SEC61A1,3979
PEBP1,7911
DNAJA3,5049
IGHV5-78,6514
ZDHHC8P1,3475
CES5AP1,3475
OSER1,2888
BAG2,3150
TFCP2,7911
CSRNP2,7911
ZNF749,8481
AC003005.2,8481
ADGRG6,3150
USP34,9803
NCOA1,9803
ATRNL1,2967
ATP6V0D2,5194
AC018742.1,9803
AC009411.1,9803
SMIM18,5194
YWHAG,12397
AKNA,4233
RPL35,4233
TP53,10750
VAV1,8481
DNER,9803
ELL2,3555
BNC2,4233
ADGRE1,8481
ST3GAL1,5194
LINC01608,5194
ZDHHC21,4233
STX2,7911
GCNT2,3150
WNT5B,7911
CMBL,3555
COL22A1,5194
MROH1,5194
PARP10,5194
FBXW11,3555
RUFY1,3555
MARCH1,2237
HACD4,4233
ZNF692,14499
SOCS5,9803
PREPL,9803
KIAA1468,1207
TNFRSF11A,1207
DPH5,14499
SLC30A7,14499
KANSL2,7911
TMEM178B,12397
DLG2,9113
COLEC12,1207
MGA,8400
MAPKBP1,8400
PCBP1-AS1,9803
KPNA6,14499
RPL14,3979
DANCR,2237
THY1,9113
COL12A1,3150
HMCN1,14499
PRR12,8481
SCFD2,2237
KIT,2237
SIPA1L2,14499
YTHDF1,2888
KRT13,10750
AKR1C3,2967
TPD52L2,2888
GS1-259H13.13,12397
COX20,14499
EI24,9113
ZDHHC5,9113
EXT2,9113
ATE1,2967
ATP6V1A,3979
IGF1R,8400
KIF11,2967
ALDH3A1,10750
MYO1E,8400
COPA,14499
PITPNA,10750
PPP1R15A,8481
BOD1L1,2237
PRDX1,14499
COPG1,3979
TP73-AS1,14499
SYNJ2,3150
FAM174B,8400
LUZP1,14499
HHLA3,14499
CTH,14499
LRBA,2237
SH3D19,2237
LCN2,4233
ZCCHC8,7911
RSRC2,7911
AC012668.1,9803
CDCP2,14499
TMEM59,14499
HNRNPAB,3555
RBM4,9113
TRIM69,8400
HINT3,3150
SEZ6,10750
FBXL21,3555
SULT6B1,9803
HIF1A-AS2,6514
IMPG2,3979
SPAG17,14499
C1ORF194,14499
GAST,10750
TXNDC2,1207
B4GALT1,4233
SMU1,4233
LINC01127,9803
IL1R2,9803
AFAP1,2237
BRD2,3150
NKTR,3979
DAG1,3979
ELOF1,8481
PTP4A2,14499
HELZ2,2888
PIAS2,1207
ST8SIA5,1207
SYTL2,9113
POU2F1,14499
GMPR,3150
MAN1A1,3150
MUC13,3979
SIGMAR1,4233
ENTPD6,2888
RAB25,14499
PMF1-BGLAP,14499
SHISA5,3979
CYP2S1,8481
PURA,3555
CREB3,4233
AC092171.4,12397
FDPS,14499
RPL28,8481
ZNF672,14499
KIF12,4233
AMBP,4233
LL0XNC01-116E7.2,3226
RAB9B,3226
CHST6,5049
TMEM170A,5049
GLIS2,5049
PHF21A,9113
AHCY,2888
CXORF21,3226
MCM7,12397
NOL9,14499
GNB1,14499
BCL2,1207
IGHG2,6514
IKZF1,12397
ROBO2,3979
PAM16,5049
NLRC3,5049
ISYNA1,8481
ZNF70,3475
ACO2,3475
AFF3,9803
ACSL4,3226
BROX,14499
FAM177B,14499
CD79B,10750
GH1,10750
YARS2,7911
MDM4,14499
SF3B1,9803
TAF1,3226
DDX46,3555
PHACTR1,3150
TCL1B,6514
UCK2,14499
IRF3,8481
FBP2,4233
PPFIA3,8481
DUS1L,10750
FANCI,8400
DOCK9,1058
DNAJC11,14499
TTC34,14499
CNNM4,9803
GBP1,14499
PPP2R5C,6514
UBE3C,12397
TNNC1,3979
MZF1-AS1,8481
TDP2,3150
UXS1,9803
OVAAL,14499
OSER1-AS1,2888
HELLS,2967
MIOS,12397
UMAD1,12397
SLC16A12,2967
LIPA,2967
CNN3,14499
SULT1C4,9803
RPL9,2237
CKS1B,14499
FLAD1,14499
HGS,10750
TLX1NB,2967
TRDC,6514
TLX1,2967
AE000661.37,6514
C1ORF112,14499
PGPEP1L,8400
BAALC-AS2,5194
CHST2,3979
SLC9A9-AS2,3979
AMPH,12397
TRG@,12397
FCGRT,8481
RCN3,8481
AC004538.3,12397
HMHA1,8481
GS1-124K5.11,12397
RCBTB2,1058
EVL,6514
AZIN1,5194
PCMT1,3150
RNF130,3555
VCAN,3555
XRCC4,3555
UBTD2,3555
HMP19,3555
SDCBP,5194
ZNF91,8481
ZNF146,8481
SMIM22,5049
NAA35,4233
BHMG1,8481
AF064860.5,1907
IGSF5,1907
DPH6,8400
CA12,8400
POLD1,8481
GPR75-ASB3,9803
ABCC3,10750
RAP1B,7911
AKR1B1,12397
LINC01515,2967
GLCCI1,12397
ASB3,9803
FOXP2,12397
MLLT10,2967
SLC16A12-AS1,2967
RSBN1L,12397
PARP6,8400
SYMPK,8481
CEACAMP1,8481
RALGPS1,4233
ERCC1,8481
CLASRP,8481
IMMT,9803
ZNF148,3979
PYCR2,14499
NFKB2,2967
IGFL3,8481
HCP5,3150
DIP2A,1907
PCNT,1907
TBL1XR1,3979
HDAC6,3226
SSX6,3226
ZNF90,8481
ZNF486,8481
OPA3,8481
FKRP,8481
AGO2,5194
SRSF4,14499
TMEM200B,14499
DGUOK,9803
TET3,9803
MIS18BP1,6514
FKBP3,6514
NADK,14499
CBARP,8481
DDX19B,5049
PSMD8,8481
SPRED3,8481
RORA,8400
PIK3CA,3979
KCNMB2,3979
ZC3H18,5049
IL17C,5049
PRPF8,10750
CEACAM22P,8481
PI16,3150
MFAP5,7911
BCL3,8481
DCN,7911
PIP5K1C,8481
KLF6,2967
ANXA1,4233
ATPAF1,14499
CALU,12397
CAPN12,8481
SBSPON,5194
CAPRIN1,9113
CD109,3150
CEBPD,5194
H3F3B,10750
CYB5R3,3475
EXD2,6514
TNFRSF11B,5194
FAM129B,4233
GBE1,3979
HK1,2967
NUCB1,8481
IL20RB,3979
LEO1,8400
RNF216,12397
MRVI1,9113
NT5E,3150
PRRX1,14499
SCAMP4,8481
PSMG4,3150
UBE2S,8481
UBE2Z,10750
PALLD,2237
ANXA10,2237
ARVCF,3475
TXNRD2,3475
RPS29,6514
POLE2,6514
ENOSF1,1207
DLGAP1,1207
TANC2,10750
CHRNA4,2888
MCM5,3475
HMGXB4,3475
PTPN2,1207
PSMG2,1207
POLD3,9113
RNF169,9113
ALKBH5,10750
CCDC144NL,10750
NCOR1P3,12397
ZNF536,8481
APRT,5049
SH2B2,12397
TGFBR1,4233
ATG13,9113
TNFAIP2,6514
VPS52,3150
MTRF1,1058
CHI3L1,14499
MYBPH,14499
PEG10,12397
SUB1,3555
STMN1,14499
XXBAC-BPG157A10.21,3150
YIPF3,3150
RPL11,14499
U82695.9,3226
NGFRAP1,3226
BEX1,3226
TAP1,3150
PSMB8,3150
TAOK2,5049
KIAA0513,5049
SLC38A3,3979
KLHL29,9803
MIR-371-CLUSTER,8481
FKBP2,9113
MYH16,12397
SOX5,7911
RNF10,7911
SIRT4,7911
CD47,3979
IFT57,3979
FAM222B,10750
RHBDF2,10750
TEX2,10750
BCAT1,7911
KRAS,7911
C4ORF19,2237
USO1,2237
TBC1D1,2237
USP3-AS1,8400
TAX1BP1,12397
PSD4,9803
PAX8-AS1,9803
ATG9A,9803
SMIM8,3150
CFAP206,3150
ZNF136,8481
KCNA7,8481
NTF4,8481
LINC00657,2888
CACYBP,14499
TRMO,4233
GRB2,10750
MAGT1,3226
PLA2G2A,14499
TXNDC12,14499
DLX6,12397
CARHSP1,5049
RARB,3979
NGLY1,3979
CNOT1,5049
SLC38A7,5049
LILRA5,8481
EXOC6B,9803
TACR1,9803
NHSL1,3150
MAP7,3150
RNF135,10750
B3GNTL1,10750
OGFOD3,10750
INA,2967
MTR,14499
CDC73,14499
WDR59,5049
LDHD,5049
BCAM,8481
PPARD,3150
KLF3,2237
EIF4H,12397
GJB3,14499
RAD23A,8481
AP3S1,3555
LHX4,14499
RP11-57H14.3,2967
TEP1,6514
PABPN1L,5049
RNF168,3979
WIPI1,10750
LINC01054,1058
SNAP25,2888
DLGAP4,2888
VRK2,9803
AKR7A2,14499
LINC00032,4233
CBFA2T2,2888
TYRP1,4233
RCL1,4233
CRTC1,8481
PTGES,4233
PCNXL3,9113
HFE2,14499
ELN,12397
CBX6,3475
TEAD1,9113
IGFBP4,10750
HNRNPR,14499
TPMT,3150
MICAL1,3150
AKT1,6514
UPF3A,1058
ANAPC15,9113
SLC12A6,8400
MRPS12,8481
LINC01221,14499
GHDC,10750
ZNF571,8481
